motifstart	region	seqclass	seqname
1000	seq3	control	chr2R:-:13176552-13179013:13179587-13180110:13184776-13185175
1000	seq3	control	chr2L:+:6920703-6920861:6922734-6922826:6923783-6924400
1000	seq3	control	chr2R:+:1762107-1762295:1772027-1772214:1778586-1778937
1000	seq3	control	chr3R:-:31921632-31921674:31959034-31959127:31979522-31979619
1000	seq3	control	chrX:+:16278356-16278615:16279705-16279828:16279908-16279991
1000	seq3	control	chr2R:+:17420406-17420573:17421447-17421946:17423655-17423963
1000	seq3	control	chr2R:-:7332260-7332380:7343331-7343622:7347848-7348010
1000	seq3	control	chr2R:-:15523074-15524737:15524859-15524901:15525014-15525329
1000	seq3	control	chr3R:-:27067121-27067199:27067357-27067495:27069143-27070070
1000	seq3	control	chr2R:+:22137999-22138251:22162904-22163694:22164776-22164989
1000	seq3	control	chr4:+:560094-560300:560470-560583:560717-560820
1000	seq3	control	chr2R:-:7332260-7332380:7345484-7345775:7347848-7348010
1000	seq3	control	chr2L:+:7032720-7033018:7034483-7034693:7035074-7035561
1000	seq3	control	chrX:+:9319358-9319684:9319816-9319867:9320084-9320512
1000	seq3	control	chr2L:-:2323350-2323449:2330655-2330810:2357077-2357356
1000	seq3	control	chr3R:-:10016289-10016826:10017572-10017839:10018496-10018558
1000	seq3	control	chr3R:-:19794072-19794336:19795074-19795515:19796213-19797532
1000	seq3	control	chrX:+:6577036-6577112:6577943-6584022:6585695-6585785
1000	seq3	control	chr3R:+:18010227-18010574:18011096-18011255:18012095-18012150
1000	seq3	control	chr2L:+:12695032-12695162:12696266-12696378:12697465-12698917
1000	seq3	control	chr2L:+:21275723-21275806:21277229-21278429:21281131-21281337
1000	seq3	control	chr2L:-:10256325-10256506:10257394-10257716:10257777-10257993
1000	seq3	control	chr3L:-:20236433-20237910:20238737-20239547:20239862-20240532
84	seq3	control	chr3R:-:9080557-9081022:9098695-9098737:9157117-9157950
85	seq3	control	chr3R:-:9080557-9081022:9098695-9098737:9157117-9157950
88	seq3	control	chr3R:-:9080557-9081022:9098695-9098737:9157117-9157950
91	seq3	control	chr3R:-:9080557-9081022:9098695-9098737:9157117-9157950
94	seq3	control	chr3R:-:9080557-9081022:9098695-9098737:9157117-9157950
1000	seq3	control	chr3L:+:7737112-7737199:7756982-7757179:7757291-7757587
1000	seq3	control	chr4:+:1127001-1127415:1128488-1128655:1129434-1129488
1000	seq3	control	chr3R:-:11989209-11989325:11992071-11992143:11992741-11992874
1000	seq3	control	chr3L:+:2246653-2246900:2246953-2247043:2247104-2247373
1000	seq3	control	chr3R:-:29315944-29316169:29316503-29316629:29316719-29316860
1000	seq3	control	chrX:+:6339495-6339591:6341059-6341343:6342062-6343731
1000	seq3	control	chr3R:+:17720030-17720818:17720950-17721377:17721505-17721833
1000	seq3	control	chr2L:+:10446522-10446680:10447780-10447982:10448048-10448230
1000	seq3	control	chr3R:-:6391304-6391988:6393731-6393911:6405741-6405895
1000	seq3	control	chrX:+:11390371-11390540:11394222-11394246:11395239-11395791
1000	seq3	control	chrX:+:1780674-1780825:1781717-1781883:1782935-1783035
1000	seq3	control	chr3L:-:2560115-2560295:2561931-2562843:2563817-2563959
1000	seq3	control	chr3L:-:1143850-1143929:1172757-1174607:1176980-1177276
1000	seq3	control	chr3L:-:1500244-1500388:1501169-1501406:1501798-1501892
1000	seq3	control	chr2R:-:17521831-17521906:17522852-17522960:17524083-17524282
1000	seq3	control	chr2R:+:13965172-13965486:13965604-13965785:13966754-13966969
1000	seq3	control	chr3R:-:23595058-23595171:23595228-23595431:23595491-23595565
1000	seq3	control	chr2R:+:13810752-13810836:13812437-13812491:13813799-13813880
1000	seq3	control	chr3L:-:4126988-4127162:4128613-4128973:4131120-4131236
1000	seq3	control	chrX:-:21298345-21298934:21299543-21299609:21300150-21300435
1000	seq3	control	chr3R:+:19013173-19013449:19015790-19018483:19020928-19022436
1000	seq3	control	chr2R:-:20306414-20306636:20308146-20308499:20308560-20308671
1000	seq3	control	chr3R:+:9436834-9437118:9440680-9441665:9444010-9444076
46	seq3	control	chr2R:-:9255828-9256038:9257409-9258060:9258839-9260144
1000	seq3	control	chr2R:+:10619890-10619999:10637520-10637728:10637955-10638562
1000	seq3	control	chr4:-:1038358-1038434:1040012-1040078:1043467-1043524
1000	seq3	control	chr2R:+:19218130-19218194:19220743-19220782:19223239-19224386
1000	seq3	control	chr2L:-:19528087-19528369:19528770-19528996:19529991-19530305
1000	seq3	control	chr3L:-:25961359-25961540:26013542-26013568:26014020-26014112
1000	seq3	control	chr3L:+:10580308-10580329:10584815-10585539:10587626-10587687
1000	seq3	control	chr3L:+:16902128-16902191:16902377-16906750:16906822-16907156
1000	seq3	control	chrX:+:15860114-15860250:15860744-15861153:15861235-15861492
1000	seq3	control	chrX:+:2642753-2643732:2669633-2669753:2669912-2670103
1000	seq3	control	chr3R:+:10765249-10765444:10765513-10765559:10766027-10766128
1000	seq3	control	chrX:-:2038797-2041386:2041460-2041644:2042046-2042311
1000	seq3	control	chr2R:-:13979183-13979418:13979476-13979943:13980027-13980165
1000	seq3	control	chr2R:-:7332260-7332380:7337871-7338159:7347848-7348010
1000	seq3	control	chr3R:+:18010227-18010574:18012095-18012150:18013147-18018892
1000	seq3	control	chr2R:-:15935892-15936580:15937678-15937879:15938446-15938978
1000	seq3	control	chr2R:+:19473804-19473967:19474527-19474641:19478751-19478865
1000	seq3	control	chr3R:-:30016659-30016874:30017624-30017984:30018265-30018426
1000	seq3	control	chrX:-:18407796-18407885:18408517-18408942:18409883-18410144
1000	seq3	control	chr2L:-:1153385-1153731:1154281-1154406:1154551-1155053
1000	seq3	control	chrX:+:12640661-12640839:12648536-12649182:12651109-12651226
1000	seq3	control	chr3L:-:25874141-25874384:25924295-25924456:25933195-25933410
1000	seq3	control	chr2R:-:15234857-15235043:15235860-15236505:15241196-15241589
1000	seq3	control	chr2R:+:22930192-22930319:22930388-22931166:22931514-22932044
1000	seq3	control	chr3L:-:25843724-25844107:25924295-25924456:25933195-25933410
1000	seq3	control	chr2L:+:18665131-18665286:18665675-18665914:18666352-18666628
1000	seq3	control	chr3R:-:24159241-24159326:24159390-24159404:24159475-24159539
187	seq3	control	chr3L:-:21495598-21495868:21496819-21496877:21497290-21497494
1000	seq3	control	chr3R:-:24156843-24157175:24157257-24157317:24157390-24158087
1000	seq3	control	chr4:+:1131700-1131958:1132084-1132573:1133874-1134072
1000	seq3	control	chr3R:+:9591928-9592185:9607912-9607974:9621518-9622417
1000	seq3	control	chr2L:-:2310661-2310870:2330655-2330810:2357077-2357356
1000	seq3	control	chr3R:+:26598576-26598712:26599107-26599293:26601246-26604051
1000	seq3	control	chr2R:+:8666170-8666311:8666767-8666794:8676471-8676607
1000	seq3	control	chrX:+:22457613-22458260:22463538-22465522:22466164-22466375
1000	seq3	control	chr2L:+:6122263-6122410:6122697-6122853:6122977-6124653
1000	seq3	control	chrX:-:10255492-10255590:10257667-10258017:10258877-10258964
1000	seq3	control	chr2R:-:24392128-24393203:24393487-24393514:24396042-24396175
1000	seq3	control	chrX:+:1773724-1774222:1775649-1775738:1778611-1778699
1000	seq3	control	chrX:+:1773724-1774222:1775698-1775738:1778369-1778560
34	seq3	control	chr2R:+:1727671-1727978:1761923-1762055:1762107-1762295
38	seq3	control	chr2R:+:1727671-1727978:1761923-1762055:1762107-1762295
41	seq3	control	chr2R:+:1727671-1727978:1761923-1762055:1762107-1762295
1000	seq3	control	chr2L:+:7032720-7033018:7034198-7034273:7034764-7034910
1000	seq3	control	chr3L:+:14200738-14200807:14212193-14212232:14213088-14213203
1000	seq3	control	chrX:+:4322625-4323155:4325347-4325616:4332795-4332840
1000	seq3	control	chr3L:+:6495679-6496481:6534492-6534702:6544467-6546352
1000	seq3	control	chr2R:-:10862822-10862955:10873853-10874149:10874570-10874771
109	seq3	control	chr3L:+:22773535-22773716:22774737-22775137:22777110-22778824
110	seq3	control	chr3L:+:22773535-22773716:22774737-22775137:22777110-22778824
114	seq3	control	chr3L:+:22773535-22773716:22774737-22775137:22777110-22778824
1000	seq3	control	chr2R:-:16205900-16206079:16221122-16221149:16221669-16221793
1000	seq3	control	chr2L:+:162591-163001:175360-175447:183760-185082
1000	seq3	control	chr2L:-:1153385-1153731:1154551-1155053:1155745-1156311
1000	seq3	control	chr3L:+:10587626-10587687:10589355-10589516:10590326-10590390
1000	seq3	control	chr2L:+:4794752-4795571:4795842-4795946:4796062-4796219
1000	seq3	control	chrX:+:6577036-6577112:6577943-6584022:6585692-6585785
1000	seq3	control	chr3R:+:18010227-18010574:18011096-18011713:18013147-18015779
1000	seq3	control	chr2R:+:18424325-18424486:18424606-18424666:18424871-18425076
1000	seq3	control	chr2L:+:21275723-21275806:21277196-21278429:21281131-21281337
1000	seq3	control	chr3R:-:23903127-23903461:23913795-23913919:23920006-23920846
1000	seq3	control	chrX:+:12631604-12631813:12633912-12633957:12635731-12636283
1000	seq3	control	chr2R:+:23564890-23565050:23581314-23581468:23596891-23596997
1000	seq3	control	chr3L:-:2513695-2514197:2514309-2514330:2524598-2525718
1000	seq3	control	chrX:+:13616988-13617220:13617369-13617575:13618272-13618402
1000	seq3	control	chr3L:-:16107595-16107786:16108851-16109054:16109621-16110122
1000	seq3	control	chr3R:-:27260090-27261940:27262115-27262160:27262226-27262487
1000	seq3	control	chr2R:-:7985065-7985451:7985601-7985778:7987065-7987237
1000	seq3	control	chrX:-:18407796-18407885:18408517-18408942:18409049-18409178
1000	seq3	control	chr2R:-:21164299-21165043:21165558-21165874:21166729-21166834
1000	seq3	control	chr2L:+:110754-110877:111004-111117:112689-113369
1000	seq3	control	chr2R:+:8724257-8724464:8724640-8724685:8726614-8726771
1000	seq3	control	chr3L:+:21507851-21508267:21510067-21510280:21511090-21511250
1000	seq3	control	chr2L:+:337937-338118:339206-339441:340709-340855
1000	seq3	control	chrX:-:509234-519242:521439-521696:522985-523226
1000	seq3	control	chrX:-:12572771-12573409:12573724-12573814:12581571-12583193
1000	seq3	control	chr3R:+:24231654-24232974:24235392-24235431:24235816-24235955
1000	seq3	control	chr3R:+:19482563-19482651:19483903-19484944:19485039-19485272
1000	seq3	control	chr3L:+:9075063-9075622:9075671-9075866:9089354-9089948
1000	seq3	control	chr3L:-:20149613-20151890:20152200-20152305:20153163-20153335
1000	seq3	control	chr3R:-:27066607-27066665:27066728-27066884:27069143-27070070
1000	seq3	control	chr2R:-:16705508-16706279:16716153-16716211:16730898-16731384
1000	seq3	control	chr2L:-:7107418-7107551:7118884-7118923:7155486-7157695
1000	seq3	control	chr2L:+:6920703-6920861:6922730-6922826:6923783-6924400
1000	seq3	control	chr3L:-:25961359-25961540:25969229-25969627:26013542-26013568
1000	seq3	control	chr3L:+:20771527-20771864:20772604-20772963:20773793-20776053
1000	seq3	control	chr3L:-:15072528-15073194:15073306-15073330:15074324-15074492
1000	seq3	control	chr3L:+:9368100-9368214:9368567-9368661:9368900-9369314
1000	seq3	control	chr4:+:560094-560300:560717-560820:564360-564479
1000	seq3	control	chrX:+:12640661-12640839:12648536-12648783:12651109-12651226
1000	seq3	control	chrX:+:15483198-15483420:15484529-15484892:15485121-15485268
1000	seq3	control	chr4:-:903336-903471:909078-909184:912186-912331
1000	seq3	control	chr2R:-:11294535-11294785:11295493-11295885:11296171-11296215
1000	seq3	control	chr3L:+:27279480-27279539:27323293-27323574:27331993-27332108
1000	seq3	control	chr2L:+:19717317-19717454:19719702-19719999:19725894-19726034
1000	seq3	control	chr2L:+:7032903-7033018:7034764-7034910:7035074-7035561
1000	seq3	control	chr3L:-:20236433-20237910:20238737-20239544:20239862-20240532
1000	seq3	control	chr2R:-:7332260-7332380:7345060-7345351:7347848-7348010
1000	seq3	control	chr2R:+:22137432-22138251:22151653-22151695:22162904-22163694
1000	seq3	control	chr3L:+:10587626-10587687:10587842-10587896:10589355-10589516
1000	seq3	control	chr3L:-:1499042-1499337:1499771-1499879:1500244-1500388
1000	seq3	control	chrX:+:16278356-16278615:16279908-16279991:16283669-16284238
1000	seq3	control	chr3R:-:14307097-14307970:14308034-14308208:14308275-14308589
1000	seq3	control	chr3L:-:4671825-4671961:4673172-4673392:4674955-4675229
1000	seq3	control	chr3L:-:12845733-12845853:12847049-12847156:12848369-12849095
1000	seq3	control	chrX:-:811026-811368:811593-811689:818405-818615
1000	seq3	control	chr2R:+:17352128-17352305:17354178-17354412:17361979-17365386
1000	seq3	control	chr2R:+:10295868-10296047:10300489-10300588:10304623-10304930
1000	seq3	control	chr2L:-:19879-20015:20830-20973:21065-21376
1000	seq3	control	chrX:-:10254002-10254307:10254719-10255172:10255492-10255590
1000	seq3	control	chr2L:+:10978879-10978981:10979632-10979713:10980444-10981112
1000	seq3	control	chr2R:-:6927389-6928836:6929072-6929273:6930248-6930370
1000	seq3	control	chr3R:-:31959034-31959127:31969755-31969785:31972501-31972553
1000	seq3	control	chrX:+:22457613-22458260:22462713-22463272:22463691-22465522
1000	seq3	control	chr2L:+:20824433-20824493:20825271-20825512:20825667-20826087
1000	seq3	control	chrX:+:17845489-17845758:17846682-17846792:17846930-17847419
1000	seq3	control	chr2R:+:22930192-22930319:22930385-22931280:22931514-22932044
1000	seq3	control	chr3L:+:8047506-8047600:8048069-8048443:8049868-8050333
1000	seq3	control	chr3R:+:17651321-17651381:17660646-17660668:17668482-17668740
1000	seq3	control	chr3L:-:7926024-7926837:7927487-7927579:7927759-7927820
1000	seq3	control	chr2L:-:4532242-4532386:4548004-4548802:4552242-4552335
1000	seq3	control	chr2R:+:21205360-21205541:21206876-21207512:21208469-21209889
1000	seq3	control	chr2L:+:2996501-2997059:2997491-2997530:2997790-2998726
1000	seq3	control	chrX:+:9022017-9022239:9023274-9023326:9024073-9024137
1000	seq3	control	chr2L:+:19717317-19717454:19719708-19719999:19725894-19726034
1000	seq3	control	chr2R:-:7332260-7332380:7342103-7342391:7347848-7348010
1000	seq3	control	chr3L:-:6754016-6754493:6754744-6754807:6755072-6755123
1000	seq3	control	chr2R:-:7332260-7332380:7345875-7346166:7347848-7348010
1000	seq3	control	chr2R:+:10061249-10061364:10061617-10061896:10062099-10062191
1000	seq3	control	chr3R:-:6391304-6391988:6392879-6392959:6405741-6405895
1000	seq3	control	chr3R:-:5599115-5599364:5600037-5600167:5600287-5600571
1000	seq3	control	chr3L:+:12851308-12851722:12852426-12852528:12852615-12852716
1000	seq3	control	chr2R:-:15946932-15947606:15948163-15948710:15948807-15948985
1000	seq3	control	chr3L:+:14201621-14201666:14212193-14212232:14213088-14213203
1000	seq3	control	chr3L:+:15583637-15583881:15583996-15584095:15584286-15584439
1000	seq3	control	chr3R:+:21524187-21524515:21525084-21525418:21525526-21525763
1000	seq3	control	chr2R:+:15221898-15221980:15222043-15222425:15222496-15222982
1000	seq3	control	chr3R:+:7193592-7193688:7194197-7194458:7195615-7195895
1000	seq3	control	chr2L:+:1884621-1885318:1909668-1909992:1910066-1910149
1000	seq3	control	chr2L:+:13274309-13274376:13274642-13274850:13276246-13276291
1000	seq3	control	chr3L:+:16716230-16716837:16717606-16717840:16718021-16721016
1000	seq3	control	chrX:+:22457613-22458260:22463538-22465558:22466164-22466375
1000	seq3	control	chr2R:-:18130969-18131045:18131135-18131189:18131281-18131734
1000	seq3	control	chrX:-:20476327-20476811:20477112-20477187:20477265-20477567
1000	seq3	control	chrX:-:16755836-16757115:16758513-16758588:16760330-16760379
1000	seq3	control	chr2L:-:18776148-18776374:18776471-18776603:18779804-18780331
1000	seq3	control	chrX:-:15757855-15758317:15760124-15760194:15760251-15760649
1000	seq3	control	chrX:+:22462713-22463272:22463691-22465522:22466164-22466375
1000	seq3	control	chr3R:-:18768871-18769116:18792050-18792120:18795010-18795169
1000	seq3	control	chr2R:-:7332260-7332380:7342582-7342881:7347848-7348010
1000	seq3	control	chr4:-:189997-190061:191308-191386:193343-193489
1000	seq3	control	chr2R:+:10048352-10048486:10048998-10049221:10049407-10049644
1000	seq3	control	chr2R:-:10756529-10757544:10759862-10759915:10782319-10782869
1000	seq3	control	chr2R:-:6944940-6945117:6945173-6945427:6962879-6963095
1000	seq3	control	chr3L:-:15072528-15073194:15074324-15074492:15074683-15075847
1000	seq3	control	chr3R:-:10008695-10008854:10009303-10009649:10009736-10014826
1000	seq3	control	chr3L:-:15075919-15076045:15080945-15081161:15081332-15081473
1000	seq3	control	chr2R:+:21205745-21205814:21206876-21207512:21208469-21209889
1000	seq3	control	chr2L:-:4555205-4562483:4563110-4563467:4563679-4564189
1000	seq3	control	chr2L:-:17052-17212:19879-20015:20830-20973
1000	seq3	control	chr2R:-:15885344-15885488:15885584-15885656:15886098-15886170
1000	seq3	control	chr2L:-:19528087-19528369:19528770-19528996:19530089-19530305
1000	seq3	control	chr2R:-:7332260-7332380:7334933-7335218:7347848-7348010
1000	seq3	control	chr3L:-:335928-336692:338486-338626:338846-339016
1000	seq3	control	chr2L:-:10822967-10823109:10823760-10823852:10825673-10825836
1000	seq3	control	chr2R:+:10569221-10569378:10570073-10570142:10611679-10611818
1000	seq3	control	chr3R:+:9631670-9631854:9632106-9632300:9632376-9633187
1000	seq3	control	chrX:+:11695136-11695279:11695823-11696145:11696402-11696540
1000	seq3	control	chrX:+:15836114-15836208:15836281-15836397:15836524-15836674
1000	seq3	control	chrX:+:21374311-21374459:21374657-21374740:21376119-21376666
1000	seq3	control	chr2R:+:14507256-14507349:14507412-14507481:14507539-14508312
1000	seq3	control	chr2R:+:14507256-14507349:14507415-14507481:14507539-14508312
1000	seq3	control	chr2R:-:9865123-9865227:9865423-9865482:9870296-9870367
1000	seq3	control	chr3R:+:5531201-5531343:5531413-5531440:5531659-5532306
1000	seq3	control	chr3L:+:10771924-10772363:10772439-10772552:10772787-10773229
156	seq3	control	chr3L:-:236138-236427:236862-236906:239054-239185
1000	seq3	control	chr4:-:188577-189248:191308-191386:193343-193489
1000	seq3	control	chr2R:+:8954733-8954851:8955712-8955858:8959106-8959334
1000	seq3	control	chr2R:-:6928508-6928836:6929822-6930098:6930248-6930370
1000	seq3	control	chrX:-:10519347-10519777:10544385-10544504:10546628-10546754
1000	seq3	control	chrX:+:17423590-17423856:17426095-17426333:17426599-17426917
1000	seq3	control	chr3L:-:7818068-7818223:7819987-7820029:7867240-7867369
